sov_line_id,project_id,project_name,line_number,description,actual_hours,pct_complete,approved_co_value,pending_cos,actual_labor_cost_y,actual_material_cost_y,total_actual_cost_y,scheduled_value_y,total_budget_y,budgeted_material_y,budgeted_labor_y,total_billed_y,LaborCost,Variance,Budget Coverage,realized_margin_pct_y,labor_variance_pct_y,material_variance_pct_y
PRJ-2019-152-SOV-01,PRJ-2019-152,Phoenix Mixed-Use Tower - Mechanical,1,General Conditions & Project Management,3984.0,100.0,200000.0,0,1821254.7700000012,964844.36,2786099.1300000013,2246000,1747700,324700,853900,2229100,1821254.7700000012,1038399.1300000013,0.7781389136242208,-24.047156277827305,113.28665768825404,197.1494795195565
PRJ-2022-322-SOV-01,PRJ-2022-322,Kansas City Corporate Campus - HVAC Systems,1,General Conditions & Project Management,8106.0,100.0,547500.0,0,3955480.170000002,1978561.93,5934042.100000002,4371000,3370600,687600,1664800,4346700,3955480.170000002,2563442.1000000024,0.7711278883550675,-35.75937085335169,137.59491650648735,187.74897178592204
PRJ-2022-325-SOV-01,PRJ-2022-325,Minneapolis Apartment Complex - MEP,1,General Conditions & Project Management,6778.0,100.0,670700.0,0,3134152.2700000023,1958106.8299999998,5092259.100000002,4398000,4907800,924900,2488600,4368700,3134152.2700000023,184459.10000000242,1.1159163256025466,-15.785791268758581,25.940378927911368,111.71011244458859
PRJ-2021-260-SOV-03,PRJ-2021-260,Nashville Mixed-Income Housing - Climate Control,3,Ductwork - Fabrication,4356.0,99.9,214600.0,0,3818653.3700000024,1171922.17,4990575.540000003,2608000,1691700,355100,807100,2593200,3818653.3700000024,3298875.540000003,0.6486579754601227,-91.3564240797547,373.13261925412,230.02595606871301
PRJ-2021-318-SOV-11,PRJ-2021-318,Boston Middle School - HVAC Systems,11,Controls - Programming & Commissioning,1674.0,97.7,200700.0,0,1889886.7900000014,1025452.99,2915339.780000001,2373000,2280200,469100,1141400,2358100,1889886.7900000014,635139.7800000012,0.9608933839022334,-22.854605141171564,65.57620378482578,118.60008313792368
PRJ-2019-113-SOV-11,PRJ-2019-113,Kansas City Middle School - HVAC Systems,11,Controls - Programming & Commissioning,3034.0,97.7,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2019-113-SOV-09,PRJ-2019-113,Kansas City Middle School - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),4736.0,99.9,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2021-318-SOV-09,PRJ-2021-318,Boston Middle School - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),2132.0,99.8,200700.0,0,1889886.7900000014,1025452.99,2915339.780000001,2373000,2280200,469100,1141400,2358100,1889886.7900000014,635139.7800000012,0.9608933839022334,-22.854605141171564,65.57620378482578,118.60008313792368
PRJ-2021-260-SOV-05,PRJ-2021-260,Nashville Mixed-Income Housing - Climate Control,5,Piping - Hydronic Systems,4622.0,99.9,214600.0,0,3818653.3700000024,1171922.17,4990575.540000003,2608000,1691700,355100,807100,2593200,3818653.3700000024,3298875.540000003,0.6486579754601227,-91.3564240797547,373.13261925412,230.02595606871301
PRJ-2019-152-SOV-02,PRJ-2019-152,Phoenix Mixed-Use Tower - Mechanical,2,Submittals & Engineering,1386.0,100.0,200000.0,0,1821254.7700000012,964844.36,2786099.1300000013,2246000,1747700,324700,853900,2229100,1821254.7700000012,1038399.1300000013,0.7781389136242208,-24.047156277827305,113.28665768825404,197.1494795195565
PRJ-2018-052-SOV-01,PRJ-2018-052,Richmond Mixed-Use Tower - Mechanical,1,General Conditions & Project Management,5094.0,100.0,246700.0,0,2388616.230000002,1337990.14,3726606.370000002,3101000,3133800,597300,1576900,3076200,2388616.230000002,592806.370000002,1.0105772331505967,-20.174342792647597,51.47544105523507,124.00638540097103
PRJ-2021-318-SOV-02,PRJ-2021-318,Boston Middle School - HVAC Systems,2,Submittals & Engineering,1584.0,100.0,200700.0,0,1889886.7900000014,1025452.99,2915339.780000001,2373000,2280200,469100,1141400,2358100,1889886.7900000014,635139.7800000012,0.9608933839022334,-22.854605141171564,65.57620378482578,118.60008313792368
PRJ-2021-283-SOV-11,PRJ-2021-283,Richmond High School - New Construction,11,Controls - Programming & Commissioning,1866.0,97.5,287300.0,0,1929809.360000002,1240507.06,3170316.4200000023,3010000,2927600,580700,1507600,2989800,1929809.360000002,242716.42000000225,0.9726245847176079,-5.326126910299078,28.00539665693831,113.62270707766488
PRJ-2020-203-SOV-09,PRJ-2020-203,San Antonio High School - New Construction,9,Equipment - Terminal Units (VAV/FCU),4822.0,99.9,926000.0,0,4167158.1700000023,1948588.74,6115746.910000002,4570000,3477100,731100,1711600,4541500,4167158.1700000023,2638646.910000002,0.7608533916849015,-33.82378358862149,143.46565611124106,166.5283463274518
PRJ-2022-322-SOV-09,PRJ-2022-322,Kansas City Corporate Campus - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),4444.0,99.9,547500.0,0,3955480.170000002,1978561.93,5934042.100000002,4371000,3370600,687600,1664800,4346700,3955480.170000002,2563442.1000000024,0.7711278883550675,-35.75937085335169,137.59491650648735,187.74897178592204
PRJ-2021-243-SOV-09,PRJ-2021-243,Columbus Middle School - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),3412.0,99.8,572300.0,0,2860111.8700000024,1616426.0599999998,4476537.9300000025,3832000,4217200,945000,2100600,3804800,2860111.8700000024,259337.9300000025,1.1005219206680585,-16.819883350730755,36.15690136151588,71.0503767195767
PRJ-2022-322-SOV-11,PRJ-2022-322,Kansas City Corporate Campus - HVAC Systems,11,Controls - Programming & Commissioning,2926.0,97.6,547500.0,0,3955480.170000002,1978561.93,5934042.100000002,4371000,3370600,687600,1664800,4346700,3955480.170000002,2563442.1000000024,0.7711278883550675,-35.75937085335169,137.59491650648735,187.74897178592204
PRJ-2021-315-SOV-09,PRJ-2021-315,Baltimore Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),5150.0,99.9,888300.0,0,4299798.540000005,2268492.2,6568290.740000005,5465000,5686700,1071400,2986700,5430000,4299798.540000005,881590.7400000049,1.0405672461116193,-20.18830265324803,43.96486222252,111.73158484226249
PRJ-2023-383-SOV-11,PRJ-2023-383,Pittsburgh High School - New Construction,11,Controls - Programming & Commissioning,1968.0,97.5,182300.0,0,2163944.280000002,1365564.27,3529508.5500000017,3222000,3217600,665100,1612700,3199000,2163944.280000002,311908.5500000017,0.9986343885785226,-9.54402700186225,34.18145222298023,105.31713576905727
PRJ-2021-315-SOV-11,PRJ-2021-315,Baltimore Mixed-Income Housing - Climate Control,11,Controls - Programming & Commissioning,3266.0,97.5,888300.0,0,4299798.540000005,2268492.2,6568290.740000005,5465000,5686700,1071400,2986700,5430000,4299798.540000005,881590.7400000049,1.0405672461116193,-20.18830265324803,43.96486222252,111.73158484226249
PRJ-2018-055-SOV-01,PRJ-2018-055,Oklahoma City Mixed-Income Housing - Climate Control,1,General Conditions & Project Management,6834.0,100.0,867600.0,0,3387795.710000003,2349968.6799999997,5737764.390000003,5485000,5210600,1076200,2586900,5449200,3387795.710000003,527164.3900000034,0.9499726526891522,-4.608284229717473,30.95967026170332,118.3579892213343
PRJ-2023-383-SOV-09,PRJ-2023-383,Pittsburgh High School - New Construction,9,Equipment - Terminal Units (VAV/FCU),2286.0,99.9,182300.0,0,2163944.280000002,1365564.27,3529508.5500000017,3222000,3217600,665100,1612700,3199000,2163944.280000002,311908.5500000017,0.9986343885785226,-9.54402700186225,34.18145222298023,105.31713576905727
PRJ-2021-283-SOV-09,PRJ-2021-283,Richmond High School - New Construction,9,Equipment - Terminal Units (VAV/FCU),2158.0,99.7,287300.0,0,1929809.360000002,1240507.06,3170316.4200000023,3010000,2927600,580700,1507600,2989800,1929809.360000002,242716.42000000225,0.9726245847176079,-5.326126910299078,28.00539665693831,113.62270707766488
PRJ-2020-203-SOV-11,PRJ-2020-203,San Antonio High School - New Construction,11,Controls - Programming & Commissioning,3116.0,97.6,926000.0,0,4167158.1700000023,1948588.74,6115746.910000002,4570000,3477100,731100,1711600,4541500,4167158.1700000023,2638646.910000002,0.7608533916849015,-33.82378358862149,143.46565611124106,166.5283463274518
PRJ-2019-113-SOV-15,PRJ-2019-113,Kansas City Middle School - HVAC Systems,15,Closeout Documentation & Training,764.0,97.8,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2018-052-SOV-11,PRJ-2018-052,Richmond Mixed-Use Tower - Mechanical,11,Controls - Programming & Commissioning,1724.0,97.7,246700.0,0,2388616.230000002,1337990.14,3726606.370000002,3101000,3133800,597300,1576900,3076200,2388616.230000002,592806.370000002,1.0105772331505967,-20.174342792647597,51.47544105523507,124.00638540097103
PRJ-2019-113-SOV-05,PRJ-2019-113,Kansas City Middle School - HVAC Systems,5,Piping - Hydronic Systems,4164.0,99.9,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2019-153-SOV-02,PRJ-2019-153,Indianapolis Middle School - HVAC Systems,2,Submittals & Engineering,2176.0,100.0,1328800.0,0,2888750.7800000026,2132849.86,5021600.640000002,4947000,5328200,1097200,2708000,4912400,2888750.7800000026,-306599.35999999754,1.0770568021022842,-1.5079975742874967,6.674696454948396,94.39025337222019
PRJ-2019-128-SOV-01,PRJ-2019-128,Kansas City High School - New Construction,1,General Conditions & Project Management,5110.0,100.0,133700.0,0,2227059.3300000024,1428588.4,3655647.7300000023,3238000,3348800,712900,1632100,3218200,2227059.3300000024,306847.7300000023,1.0342186534898086,-12.898323965410817,36.45360762208213,100.39113480151494
PRJ-2019-128-SOV-11,PRJ-2019-128,Kansas City High School - New Construction,11,Controls - Programming & Commissioning,2056.0,97.4,133700.0,0,2227059.3300000024,1428588.4,3655647.7300000023,3238000,3348800,712900,1632100,3218200,2227059.3300000024,306847.7300000023,1.0342186534898086,-12.898323965410817,36.45360762208213,100.39113480151494
PRJ-2022-325-SOV-09,PRJ-2022-325,Minneapolis Apartment Complex - MEP,9,Equipment - Terminal Units (VAV/FCU),3712.0,99.7,670700.0,0,3134152.2700000023,1958106.8299999998,5092259.100000002,4398000,4907800,924900,2488600,4368700,3134152.2700000023,184459.10000000242,1.1159163256025466,-15.785791268758581,25.940378927911368,111.71011244458859
PRJ-2018-055-SOV-02,PRJ-2018-055,Oklahoma City Mixed-Income Housing - Climate Control,2,Submittals & Engineering,2712.0,100.0,867600.0,0,3387795.710000003,2349968.6799999997,5737764.390000003,5485000,5210600,1076200,2586900,5449200,3387795.710000003,527164.3900000034,0.9499726526891522,-4.608284229717473,30.95967026170332,118.3579892213343
PRJ-2021-315-SOV-02,PRJ-2021-315,Baltimore Mixed-Income Housing - Climate Control,2,Submittals & Engineering,3064.0,100.0,888300.0,0,4299798.540000005,2268492.2,6568290.740000005,5465000,5686700,1071400,2986700,5430000,4299798.540000005,881590.7400000049,1.0405672461116193,-20.18830265324803,43.96486222252,111.73158484226249
PRJ-2020-185-SOV-02,PRJ-2020-185,Baltimore Apartment Complex - MEP,2,Submittals & Engineering,1800.0,100.0,188300.0,0,2055759.3300000022,1587146.71,3642906.040000002,3792000,3925100,814800,1968300,3767700,2055759.3300000022,-282193.9599999981,1.0351002109704641,3.9318027426159836,4.443394299649554,94.78972876779578
PRJ-2019-113-SOV-06,PRJ-2019-113,Kansas City Middle School - HVAC Systems,6,Piping - Refrigerant,2356.0,99.9,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2018-050-SOV-09,PRJ-2018-050,Boston Senior Living - HVAC Upgrade,9,Equipment - Terminal Units (VAV/FCU),2322.0,99.8,334700.0,0,2095251.5700000017,1521262.69,3616514.2600000016,3613000,3606200,781600,1862900,3590700,2095251.5700000017,10314.26000000164,0.9981179075560476,-0.09726709106010625,12.47257340705361,94.63442809621289
PRJ-2019-103-SOV-02,PRJ-2019-103,Kansas City Middle School - HVAC Systems,2,Submittals & Engineering,2430.0,100.0,778100.0,0,3314560.3200000036,2501099.31,5815659.630000004,5820000,6207900,1169900,3075500,5777700,3314560.3200000036,-392240.3699999964,1.0666494845360825,0.07457680412364925,7.773055438140256,113.78744422600222
PRJ-2018-052-SOV-09,PRJ-2018-052,Richmond Mixed-Use Tower - Mechanical,9,Equipment - Terminal Units (VAV/FCU),2832.0,99.6,246700.0,0,2388616.230000002,1337990.14,3726606.370000002,3101000,3133800,597300,1576900,3076200,2388616.230000002,592806.370000002,1.0105772331505967,-20.174342792647597,51.47544105523507,124.00638540097103
PRJ-2019-113-SOV-03,PRJ-2019-113,Kansas City Middle School - HVAC Systems,3,Ductwork - Fabrication,4378.0,99.9,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2019-154-SOV-01,PRJ-2019-154,Las Vegas Colocation Facility - HVAC,1,General Conditions & Project Management,7930.0,100.0,575500.0,0,3843168.9600000037,2858306.63,6701475.590000004,6455000,6841600,1299700,3386100,6415400,3843168.9600000037,-140124.40999999642,1.0598915569326104,-3.818367002323835,13.498389297421923,119.92049165191968
PRJ-2019-152-SOV-09,PRJ-2019-152,Phoenix Mixed-Use Tower - Mechanical,9,Equipment - Terminal Units (VAV/FCU),2110.0,99.7,200000.0,0,1821254.7700000012,964844.36,2786099.1300000013,2246000,1747700,324700,853900,2229100,1821254.7700000012,1038399.1300000013,0.7781389136242208,-24.047156277827305,113.28665768825404,197.1494795195565
PRJ-2019-143-SOV-11,PRJ-2019-143,Indianapolis Middle School - HVAC Systems,11,Controls - Programming & Commissioning,1778.0,97.4,246100.0,0,1822418.380000002,1392629.68,3215048.060000002,3114000,3449500,727600,1687800,3091200,1822418.380000002,-234451.93999999808,1.1077392421323058,-3.2449601798330736,7.975967531698186,91.40045079714127
PRJ-2022-325-SOV-11,PRJ-2022-325,Minneapolis Apartment Complex - MEP,11,Controls - Programming & Commissioning,2396.0,97.4,670700.0,0,3134152.2700000023,1958106.8299999998,5092259.100000002,4398000,4907800,924900,2488600,4368700,3134152.2700000023,184459.10000000242,1.1159163256025466,-15.785791268758581,25.940378927911368,111.71011244458859
PRJ-2020-184-SOV-11,PRJ-2020-184,San Antonio Cloud Campus Phase 1 - Cooling,11,Controls - Programming & Commissioning,3162.0,97.7,958500.0,0,3956378.550000002,2542634.77,6499013.320000002,5820000,5539500,1141300,2753400,5786200,3956378.550000002,959513.3200000022,0.9518041237113402,-11.666895532646086,43.690657005883715,122.78408569175501
PRJ-2020-184-SOV-09,PRJ-2020-184,San Antonio Cloud Campus Phase 1 - Cooling,9,Equipment - Terminal Units (VAV/FCU),4430.0,99.9,958500.0,0,3956378.550000002,2542634.77,6499013.320000002,5820000,5539500,1141300,2753400,5786200,3956378.550000002,959513.3200000022,0.9518041237113402,-11.666895532646086,43.690657005883715,122.78408569175501
PRJ-2020-184-SOV-02,PRJ-2020-184,San Antonio Cloud Campus Phase 1 - Cooling,2,Submittals & Engineering,2818.0,100.0,958500.0,0,3956378.550000002,2542634.77,6499013.320000002,5820000,5539500,1141300,2753400,5786200,3956378.550000002,959513.3200000022,0.9518041237113402,-11.666895532646086,43.690657005883715,122.78408569175501
PRJ-2021-260-SOV-10,PRJ-2021-260,Nashville Mixed-Income Housing - Climate Control,10,Controls - DDC/BAS Installation,2314.0,97.7,214600.0,0,3818653.3700000024,1171922.17,4990575.540000003,2608000,1691700,355100,807100,2593200,3818653.3700000024,3298875.540000003,0.6486579754601227,-91.3564240797547,373.13261925412,230.02595606871301
PRJ-2020-185-SOV-09,PRJ-2020-185,Baltimore Apartment Complex - MEP,9,Equipment - Terminal Units (VAV/FCU),2276.0,99.9,188300.0,0,2055759.3300000022,1587146.71,3642906.040000002,3792000,3925100,814800,1968300,3767700,2055759.3300000022,-282193.9599999981,1.0351002109704641,3.9318027426159836,4.443394299649554,94.78972876779578
PRJ-2021-269-SOV-09,PRJ-2021-269,Indianapolis Edge Data Center - Thermal Management,9,Equipment - Terminal Units (VAV/FCU),4488.0,99.9,1011600.0,0,3508846.7500000023,2629142.6,6137989.350000002,5968000,5580100,1215500,2631200,5930600,3508846.7500000023,557889.3500000024,0.9350033512064343,-2.8483470174263137,33.355379674673244,116.30132455779516
PRJ-2021-283-SOV-01,PRJ-2021-283,Richmond High School - New Construction,1,General Conditions & Project Management,4146.0,100.0,287300.0,0,1929809.360000002,1240507.06,3170316.4200000023,3010000,2927600,580700,1507600,2989800,1929809.360000002,242716.42000000225,0.9726245847176079,-5.326126910299078,28.00539665693831,113.62270707766488
PRJ-2019-103-SOV-01,PRJ-2019-103,Kansas City Middle School - HVAC Systems,1,General Conditions & Project Management,6966.0,100.0,778100.0,0,3314560.3200000036,2501099.31,5815659.630000004,5820000,6207900,1169900,3075500,5777700,3314560.3200000036,-392240.3699999964,1.0666494845360825,0.07457680412364925,7.773055438140256,113.78744422600222
PRJ-2021-243-SOV-01,PRJ-2021-243,Columbus Middle School - HVAC Systems,1,General Conditions & Project Management,6112.0,100.0,572300.0,0,2860111.8700000024,1616426.0599999998,4476537.9300000025,3832000,4217200,945000,2100600,3804800,2860111.8700000024,259337.9300000025,1.1005219206680585,-16.819883350730755,36.15690136151588,71.0503767195767
PRJ-2019-154-SOV-11,PRJ-2019-154,Las Vegas Colocation Facility - HVAC,11,Controls - Programming & Commissioning,3080.0,97.5,575500.0,0,3843168.9600000037,2858306.63,6701475.590000004,6455000,6841600,1299700,3386100,6415400,3843168.9600000037,-140124.40999999642,1.0598915569326104,-3.818367002323835,13.498389297421923,119.92049165191968
PRJ-2023-399-SOV-09,PRJ-2023-399,Louisville Edge Data Center - Thermal Management,9,Equipment - Terminal Units (VAV/FCU),4424.0,99.9,1875200.0,0,3622001.9000000027,3629731.18,7251733.080000003,8502000,8195400,1566200,4071200,8451900,3622001.9000000027,-943666.9199999971,0.9639378969654199,14.705562455892698,-11.033555217134932,131.75400204316182
PRJ-2021-260-SOV-08,PRJ-2021-260,Nashville Mixed-Income Housing - Climate Control,8,Equipment - Chillers/Boilers,2464.0,99.8,214600.0,0,3818653.3700000024,1171922.17,4990575.540000003,2608000,1691700,355100,807100,2593200,3818653.3700000024,3298875.540000003,0.6486579754601227,-91.3564240797547,373.13261925412,230.02595606871301
PRJ-2023-383-SOV-01,PRJ-2023-383,Pittsburgh High School - New Construction,1,General Conditions & Project Management,4568.0,100.0,182300.0,0,2163944.280000002,1365564.27,3529508.5500000017,3222000,3217600,665100,1612700,3199000,2163944.280000002,311908.5500000017,0.9986343885785226,-9.54402700186225,34.18145222298023,105.31713576905727
PRJ-2021-318-SOV-15,PRJ-2021-318,Boston Middle School - HVAC Systems,15,Closeout Documentation & Training,488.0,97.7,200700.0,0,1889886.7900000014,1025452.99,2915339.780000001,2373000,2280200,469100,1141400,2358100,1889886.7900000014,635139.7800000012,0.9608933839022334,-22.854605141171564,65.57620378482578,118.60008313792368
PRJ-2021-260-SOV-04,PRJ-2021-260,Nashville Mixed-Income Housing - Climate Control,4,Ductwork - Installation,3974.0,99.9,214600.0,0,3818653.3700000024,1171922.17,4990575.540000003,2608000,1691700,355100,807100,2593200,3818653.3700000024,3298875.540000003,0.6486579754601227,-91.3564240797547,373.13261925412,230.02595606871301
PRJ-2022-372-SOV-09,PRJ-2022-372,Pittsburgh Business Center - MEP Systems,9,Equipment - Terminal Units (VAV/FCU),4426.0,99.8,314900.0,0,3354134.130000003,3187487.02,6541621.150000003,7056000,6620200,1356100,3201100,7009500,3354134.130000003,-78578.84999999683,0.9382369614512471,7.289949688208572,4.780673206085506,135.04808052503503
PRJ-2020-163-SOV-11,PRJ-2020-163,Nashville High School - New Construction,11,Controls - Programming & Commissioning,2618.0,97.7,1874200.0,0,3440685.1800000034,2929643.07,6370328.250000004,7125000,7626700,1412700,3868000,7078600,3440685.1800000034,-1256371.7499999963,1.0704140350877194,10.591884210526263,-11.04743588417778,107.37899554045444
PRJ-2019-113-SOV-04,PRJ-2019-113,Kansas City Middle School - HVAC Systems,4,Ductwork - Installation,4516.0,99.9,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2019-143-SOV-01,PRJ-2019-143,Indianapolis Middle School - HVAC Systems,1,General Conditions & Project Management,3786.0,100.0,246100.0,0,1822418.380000002,1392629.68,3215048.060000002,3114000,3449500,727600,1687800,3091200,1822418.380000002,-234451.93999999808,1.1077392421323058,-3.2449601798330736,7.975967531698186,91.40045079714127
PRJ-2019-113-SOV-12,PRJ-2019-113,Kansas City Middle School - HVAC Systems,12,Insulation,2366.0,97.7,543500.0,0,3936787.960000002,1437174.68,5373962.6400000015,3319000,2308800,427500,1126100,3298500,3936787.960000002,3065162.6400000015,0.6956312142211509,-61.91511419102144,249.59488144924978,236.18121169590643
PRJ-2018-055-SOV-09,PRJ-2018-055,Oklahoma City Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),3968.0,99.9,867600.0,0,3387795.710000003,2349968.6799999997,5737764.390000003,5485000,5210600,1076200,2586900,5449200,3387795.710000003,527164.3900000034,0.9499726526891522,-4.608284229717473,30.95967026170332,118.3579892213343
